date,store,product,sales,promotion,holiday
2024-11-22,Store_A,Product_1,45,0,0
2024-11-23,Store_A,Product_1,84,0,1
2024-11-24,Store_A,Product_1,68,0,1
2024-11-25,Store_A,Product_1,60,0,0
2024-11-26,Store_A,Product_1,91,0,0
2024-11-27,Store_A,Product_1,78,0,0
2024-11-28,Store_A,Product_1,58,0,0
2024-11-29,Store_A,Product_1,53,0,0
2024-11-30,Store_A,Product_1,86,0,1
2024-12-01,Store_A,Product_1,67,0,1
2024-12-02,Store_A,Product_1,58,0,0
2024-12-03,Store_A,Product_1,73,0,0
2024-12-04,Store_A,Product_1,85,0,0
2024-12-05,Store_A,Product_1,77,0,0
2024-12-06,Store_A,Product_1,34,0,0
2024-12-07,Store_A,Product_1,90,0,1
2024-12-08,Store_A,Product_1,86,0,1
2024-12-09,Store_A,Product_1,74,0,0
2024-12-10,Store_A,Product_1,92,0,0
2024-12-11,Store_A,Product_1,37,0,0
2024-12-12,Store_A,Product_1,59,0,0
2024-12-13,Store_A,Product_1,91,1,0
2024-12-14,Store_A,Product_1,61,0,1
2024-12-15,Store_A,Product_1,107,0,1
2024-12-16,Store_A,Product_1,74,0,0
2024-12-17,Store_A,Product_1,81,0,0
2024-12-18,Store_A,Product_1,73,1,0
2024-12-19,Store_A,Product_1,94,1,0
2024-12-20,Store_A,Product_1,84,0,0
2024-12-21,Store_A,Product_1,89,0,1
2024-12-22,Store_A,Product_1,89,0,1
2024-12-23,Store_A,Product_1,72,0,0
2024-12-24,Store_A,Product_1,55,0,0
2024-12-25,Store_A,Product_1,66,0,0
2024-12-26,Store_A,Product_1,66,0,0
2024-12-27,Store_A,Product_1,74,0,0
2024-12-28,Store_A,Product_1,100,0,1
2024-12-29,Store_A,Product_1,69,0,1
2024-12-30,Store_A,Product_1,66,0,0
2024-12-31,Store_A,Product_1,90,0,0
2025-01-01,Store_A,Product_1,29,0,0
2025-01-02,Store_A,Product_1,28,0,0
2025-01-03,Store_A,Product_1,52,1,0
2025-01-04,Store_A,Product_1,73,1,1
2025-01-05,Store_A,Product_1,51,0,1
2025-01-06,Store_A,Product_1,60,0,0
2025-01-07,Store_A,Product_1,53,0,0
2025-01-08,Store_A,Product_1,61,1,0
2025-01-09,Store_A,Product_1,49,0,0
2025-01-10,Store_A,Product_1,75,0,0
2025-01-11,Store_A,Product_1,47,0,1
2025-01-12,Store_A,Product_1,20,0,1
2025-01-13,Store_A,Product_1,64,0,0
2025-01-14,Store_A,Product_1,34,0,0
2025-01-15,Store_A,Product_1,46,0,1
2025-01-16,Store_A,Product_1,64,0,1
2025-01-17,Store_A,Product_1,16,0,0
2025-01-18,Store_A,Product_1,32,0,1
2025-01-19,Store_A,Product_1,27,0,1
2025-01-20,Store_A,Product_1,29,0,0
2025-01-21,Store_A,Product_1,47,0,0
2025-01-22,Store_A,Product_1,48,0,0
2025-01-23,Store_A,Product_1,45,0,0
2025-01-24,Store_A,Product_1,19,0,0
2025-01-25,Store_A,Product_1,16,0,1
2025-01-26,Store_A,Product_1,51,0,1
2025-01-27,Store_A,Product_1,33,0,0
2025-01-28,Store_A,Product_1,47,0,0
2025-01-29,Store_A,Product_1,51,0,0
2025-01-30,Store_A,Product_1,43,0,0
2025-01-31,Store_A,Product_1,52,0,0
2025-02-01,Store_A,Product_1,54,0,1
2025-02-02,Store_A,Product_1,58,0,1
2025-02-03,Store_A,Product_1,30,0,0
2025-02-04,Store_A,Product_1,38,0,0
2025-02-05,Store_A,Product_1,43,0,0
2025-02-06,Store_A,Product_1,53,0,0
2025-02-07,Store_A,Product_1,35,0,0
2025-02-08,Store_A,Product_1,58,0,1
2025-02-09,Store_A,Product_1,47,0,1
2025-02-10,Store_A,Product_1,39,0,0
2025-02-11,Store_A,Product_1,53,0,0
2025-02-12,Store_A,Product_1,11,0,0
2025-02-13,Store_A,Product_1,21,0,0
2025-02-14,Store_A,Product_1,18,0,0
2025-02-15,Store_A,Product_1,16,0,1
2025-02-16,Store_A,Product_1,40,0,1
2025-02-17,Store_A,Product_1,52,0,0
2025-02-18,Store_A,Product_1,36,0,0
2025-02-19,Store_A,Product_1,43,0,0
2025-02-20,Store_A,Product_1,57,0,0
2025-02-21,Store_A,Product_1,60,0,0
2025-02-22,Store_A,Product_1,50,0,1
2025-02-23,Store_A,Product_1,71,0,1
2025-02-24,Store_A,Product_1,42,0,0
2025-02-25,Store_A,Product_1,28,0,0
2025-02-26,Store_A,Product_1,32,0,0
2025-02-27,Store_A,Product_1,18,0,0
2025-02-28,Store_A,Product_1,27,0,0
2025-03-01,Store_A,Product_1,58,0,1
2025-03-02,Store_A,Product_1,88,1,1
2025-03-03,Store_A,Product_1,76,0,0
2025-03-04,Store_A,Product_1,30,0,0
2025-03-05,Store_A,Product_1,56,0,0
2025-03-06,Store_A,Product_1,35,0,0
2025-03-07,Store_A,Product_1,58,0,0
2025-03-08,Store_A,Product_1,74,1,1
2025-03-09,Store_A,Product_1,36,0,1
2025-03-10,Store_A,Product_1,65,0,0
2025-03-11,Store_A,Product_1,42,0,0
2025-03-12,Store_A,Product_1,43,0,0
2025-03-13,Store_A,Product_1,35,0,0
2025-03-14,Store_A,Product_1,41,0,0
2025-03-15,Store_A,Product_1,70,0,1
2025-03-16,Store_A,Product_1,60,0,1
2025-03-17,Store_A,Product_1,56,0,0
2025-03-18,Store_A,Product_1,56,0,0
2025-03-19,Store_A,Product_1,70,0,0
2025-03-20,Store_A,Product_1,45,0,0
2025-03-21,Store_A,Product_1,28,0,0
2025-03-22,Store_A,Product_1,79,0,1
2025-03-23,Store_A,Product_1,58,0,1
2025-03-24,Store_A,Product_1,67,0,0
2025-03-25,Store_A,Product_1,56,0,0
2025-03-26,Store_A,Product_1,49,0,0
2025-03-27,Store_A,Product_1,56,0,0
2025-03-28,Store_A,Product_1,80,0,0
2025-03-29,Store_A,Product_1,94,0,1
2025-03-30,Store_A,Product_1,64,0,1
2025-03-31,Store_A,Product_1,53,0,0
2025-04-01,Store_A,Product_1,67,0,0
2025-04-02,Store_A,Product_1,38,0,0
2025-04-03,Store_A,Product_1,56,0,0
2025-04-04,Store_A,Product_1,50,0,0
2025-04-05,Store_A,Product_1,68,0,1
2025-04-06,Store_A,Product_1,51,0,1
2025-04-07,Store_A,Product_1,27,0,0
2025-04-08,Store_A,Product_1,25,0,1
2025-04-09,Store_A,Product_1,34,0,0
2025-04-10,Store_A,Product_1,44,0,0
2025-04-11,Store_A,Product_1,46,0,0
2025-04-12,Store_A,Product_1,105,1,1
2025-04-13,Store_A,Product_1,80,0,1
2025-04-14,Store_A,Product_1,36,0,0
2025-04-15,Store_A,Product_1,56,0,0
2025-04-16,Store_A,Product_1,45,0,0
2025-04-17,Store_A,Product_1,46,0,0
2025-04-18,Store_A,Product_1,53,0,0
2025-04-19,Store_A,Product_1,73,0,1
2025-04-20,Store_A,Product_1,58,0,1
2025-04-21,Store_A,Product_1,67,0,0
2025-04-22,Store_A,Product_1,34,0,0
2025-04-23,Store_A,Product_1,51,0,0
2025-04-24,Store_A,Product_1,90,0,0
2025-04-25,Store_A,Product_1,54,0,0
2025-04-26,Store_A,Product_1,85,0,1
2025-04-27,Store_A,Product_1,65,0,1
2025-04-28,Store_A,Product_1,59,0,0
2025-04-29,Store_A,Product_1,50,0,0
2025-04-30,Store_A,Product_1,48,0,0
2025-05-01,Store_A,Product_1,39,0,0
2025-05-02,Store_A,Product_1,57,0,0
2025-05-03,Store_A,Product_1,63,1,1
2025-05-04,Store_A,Product_1,73,0,1
2025-05-05,Store_A,Product_1,67,0,0
2025-05-06,Store_A,Product_1,56,0,0
2025-05-07,Store_A,Product_1,46,0,0
2025-05-08,Store_A,Product_1,57,0,0
2025-05-09,Store_A,Product_1,46,0,0
2025-05-10,Store_A,Product_1,77,0,1
2025-05-11,Store_A,Product_1,36,0,1
2025-05-12,Store_A,Product_1,46,0,0
2025-05-13,Store_A,Product_1,31,1,0
2025-05-14,Store_A,Product_1,28,0,0
2025-05-15,Store_A,Product_1,71,0,0
2025-05-16,Store_A,Product_1,64,0,0
2025-05-17,Store_A,Product_1,65,1,1
2025-05-18,Store_A,Product_1,41,0,1
2025-05-19,Store_A,Product_1,6,0,0
2025-05-20,Store_A,Product_1,43,0,0
2025-05-21,Store_A,Product_1,97,1,0
2025-05-22,Store_A,Product_1,57,0,0
2025-05-23,Store_A,Product_1,42,0,0
2025-05-24,Store_A,Product_1,83,1,1
2025-05-25,Store_A,Product_1,40,0,1
2025-05-26,Store_A,Product_1,46,0,0
2025-05-27,Store_A,Product_1,52,0,0
2025-05-28,Store_A,Product_1,49,0,0
2025-05-29,Store_A,Product_1,63,0,0
2025-05-30,Store_A,Product_1,56,0,0
2025-05-31,Store_A,Product_1,73,0,1
2025-06-01,Store_A,Product_1,59,0,1
2025-06-02,Store_A,Product_1,69,0,0
2025-06-03,Store_A,Product_1,80,0,0
2025-06-04,Store_A,Product_1,41,0,0
2025-06-05,Store_A,Product_1,42,0,0
2025-06-06,Store_A,Product_1,76,0,0
2025-06-07,Store_A,Product_1,81,1,1
2025-06-08,Store_A,Product_1,105,1,1
2025-06-09,Store_A,Product_1,49,0,0
2025-06-10,Store_A,Product_1,78,0,0
2025-06-11,Store_A,Product_1,58,0,0
2025-06-12,Store_A,Product_1,60,0,0
2025-06-13,Store_A,Product_1,79,0,0
2025-06-14,Store_A,Product_1,64,0,1
2025-06-15,Store_A,Product_1,56,0,1
2025-06-16,Store_A,Product_1,49,0,0
2025-06-17,Store_A,Product_1,63,0,0
2025-06-18,Store_A,Product_1,32,0,0
2025-06-19,Store_A,Product_1,65,0,0
2025-06-20,Store_A,Product_1,48,0,0
2025-06-21,Store_A,Product_1,87,0,1
2025-06-22,Store_A,Product_1,34,0,1
2025-06-23,Store_A,Product_1,44,0,0
2025-06-24,Store_A,Product_1,31,0,0
2025-06-25,Store_A,Product_1,43,0,0
2025-06-26,Store_A,Product_1,60,0,0
2025-06-27,Store_A,Product_1,53,0,0
2025-06-28,Store_A,Product_1,80,1,1
2025-06-29,Store_A,Product_1,67,0,1
2025-06-30,Store_A,Product_1,59,0,0
2025-07-01,Store_A,Product_1,41,0,0
2025-07-02,Store_A,Product_1,78,1,0
2025-07-03,Store_A,Product_1,66,0,0
2025-07-04,Store_A,Product_1,73,1,0
2025-07-05,Store_A,Product_1,78,0,1
2025-07-06,Store_A,Product_1,74,0,1
2025-07-07,Store_A,Product_1,86,0,0
2025-07-08,Store_A,Product_1,55,0,0
2025-07-09,Store_A,Product_1,51,0,0
2025-07-10,Store_A,Product_1,45,0,0
2025-07-11,Store_A,Product_1,40,0,0
2025-07-12,Store_A,Product_1,51,0,1
2025-07-13,Store_A,Product_1,56,0,1
2025-07-14,Store_A,Product_1,55,0,0
2025-07-15,Store_A,Product_1,61,0,0
2025-07-16,Store_A,Product_1,57,0,0
2025-07-17,Store_A,Product_1,44,0,0
2025-07-18,Store_A,Product_1,75,0,1
2025-07-19,Store_A,Product_1,81,0,1
2025-07-20,Store_A,Product_1,67,0,1
2025-07-21,Store_A,Product_1,46,0,0
2025-07-22,Store_A,Product_1,64,0,0
2025-07-23,Store_A,Product_1,59,0,0
2025-07-24,Store_A,Product_1,34,0,0
2025-07-25,Store_A,Product_1,55,0,0
2025-07-26,Store_A,Product_1,88,1,1
2025-07-27,Store_A,Product_1,70,1,1
2025-07-28,Store_A,Product_1,59,0,0
2025-07-29,Store_A,Product_1,40,0,1
2025-07-30,Store_A,Product_1,76,0,0
2025-07-31,Store_A,Product_1,75,0,0
2025-08-01,Store_A,Product_1,47,0,0
2025-08-02,Store_A,Product_1,69,0,1
2025-08-03,Store_A,Product_1,27,0,1
2025-08-04,Store_A,Product_1,33,0,0
2025-08-05,Store_A,Product_1,46,0,0
2025-08-06,Store_A,Product_1,45,1,0
2025-08-07,Store_A,Product_1,67,0,1
2025-08-08,Store_A,Product_1,81,0,0
2025-08-09,Store_A,Product_1,46,0,1
2025-08-10,Store_A,Product_1,51,0,1
2025-08-11,Store_A,Product_1,54,0,0
2025-08-12,Store_A,Product_1,75,0,0
2025-08-13,Store_A,Product_1,32,0,0
2025-08-14,Store_A,Product_1,55,0,0
2025-08-15,Store_A,Product_1,78,0,0
2025-08-16,Store_A,Product_1,39,0,1
2025-08-17,Store_A,Product_1,44,0,1
2025-08-18,Store_A,Product_1,44,0,0
2025-08-19,Store_A,Product_1,43,0,0
2025-08-20,Store_A,Product_1,63,0,0
2025-08-21,Store_A,Product_1,54,0,0
2025-08-22,Store_A,Product_1,24,0,0
2025-08-23,Store_A,Product_1,71,0,1
2025-08-24,Store_A,Product_1,55,0,1
2025-08-25,Store_A,Product_1,70,0,0
2025-08-26,Store_A,Product_1,41,0,0
2025-08-27,Store_A,Product_1,41,0,0
2025-08-28,Store_A,Product_1,59,0,0
2025-08-29,Store_A,Product_1,62,0,0
